date,Close,High,Low,Open,Volume
2020-01-02,5.963804244995117,5.963804244995117,5.8845060207937,5.934968570207183,237536000
2020-01-03,5.868346691131592,5.912097802856729,5.8193753167124,5.844233913695736,205384000
2020-01-06,5.8929572105407715,5.898177473983396,5.749026818972195,5.775128136185318,262636000
2020-01-07,5.964300632476807,6.010040281790685,5.876301509096684,5.921295338837738,314856000
2020-01-08,5.975487232208252,6.0167524399804355,5.920052874364095,5.96007489141587,277108000
2020-01-09,6.04111385345459,6.113452193523961,5.987419581657777,6.061746457974927,255112000
2020-01-10,6.073430061340332,6.178581626426708,6.0592609099923775,6.148254313226695,316296000
2020-01-13,6.263846397399902,6.288953447003874,6.133836231355337,6.156457847574533,319840000
2020-01-14,6.147011756896973,6.2464456898529646,6.1338363992497795,6.221089716905771,359088000
2020-01-15,6.104502201080322,6.182060796386267,6.078649335978341,6.15968810642731,263104000
2020-01-16,6.188028335571289,6.193994419240896,6.134582505212435,6.157949468694057,284192000
2020-01-17,6.1967291831970215,6.214627435383475,6.149249433383799,6.207169711771175,253792000
2020-01-21,6.163417816162109,6.196976854432715,6.129361406762414,6.160186089168899,217916000
2020-01-22,6.217360496520996,6.303867986192193,6.189767541283975,6.20866005785512,239240000
2020-01-23,6.285719871520996,6.294171859786776,6.168636648680007,6.257381577194218,244516000
2020-01-24,6.226556777954102,6.450780540279087,6.172365148895312,6.401063353701839,373512000
2020-01-27,5.97101354598999,6.0219734668079825,5.772891023514302,5.922290610131101,470536000
2020-01-28,6.164162635803223,6.19647847807783,5.98368948838839,6.036886854345319,310976000
2020-01-29,6.103757381439209,6.185790426975521,6.063983338200734,6.149745481810295,258848000
2020-01-30,6.110469341278076,6.123893147232895,5.951126602523341,6.006063594772812,290504000
2020-01-31,5.87729549407959,6.076660689920249,5.835533393119387,6.064728525606393,370420000
2020-02-03,5.974245548248291,5.993634964765349,5.852935811266366,5.859150343527555,255564000
2020-02-04,6.14328145980835,6.162422897112003,6.065971787601257,6.115937429917117,271544000
2020-02-05,6.233519077301025,6.274286917530958,6.150242834852348,6.26409483893888,208220000
2020-02-06,6.32027530670166,6.32027530670166,6.186785433211624,6.267824220309713,218284000
2020-02-07,6.254151344299316,6.302376904478737,6.228795373447548,6.2802526606422955,189752000
2020-02-10,6.537042140960693,6.537787486553337,6.271801523877715,6.276773339325847,529608000
2020-02-11,6.659345626831055,6.7739434592052445,6.583278652712815,6.645176474451545,638556000
2020-02-12,6.774936676025391,6.78140012988903,6.673265295025126,6.712044595791938,374644000
2020-02-13,6.7311859130859375,6.798303991866709,6.689672254333135,6.717016762163457,528016000
2020-02-14,7.203744888305664,7.332511833755253,7.109531243405762,7.140852817508515,1041924000
2020-02-18,7.372285842895508,7.390681460600546,7.081192901778724,7.10058231335741,620164000
2020-02-19,7.822969913482666,7.840619710509699,7.494589335264522,7.494589335264522,694332000
2020-02-20,7.673820495605469,7.863242082400725,7.366817815393153,7.774994505818821,810052000
2020-02-21,7.310140132904053,7.5868154972700355,7.225372733301837,7.561708450077723,768180000
2020-02-24,6.793331146240234,7.006865964800293,6.662078287190511,6.716518371949166,856916000
2020-02-25,6.5141706466674805,6.930301930876322,6.412499271487127,6.86840412228699,1055496000
