ticker,earnings_date,t0,ret_1d,label_1d,ret_3d,label_3d
JNJ,2023-10-17,2023-10-17,-0.02176126783829774,0,-0.01999498697968192,0
JNJ,2024-01-23,2024-01-23,-0.005333082500201023,0,-0.001941782198587272,0
NVDA,2020-05-21,2020-05-21,0.02820147027540508,1,-0.028903217325168432,0
NVDA,2020-08-19,2020-08-19,0.0002059072500476838,1,0.04681297175663475,1
NVDA,2020-11-18,2020-11-18,0.0008559614785301266,1,-0.021736890666038955,0
NVDA,2021-02-24,2021-02-24,-0.08575177348159346,0,-0.04639011589324518,0
NVDA,2021-05-26,2021-05-26,-0.013595358597900892,0,0.03532406090758457,1
NVDA,2021-08-18,2021-08-18,0.03903923833664016,1,0.14258969077944142,1
NVDA,2021-11-17,2021-11-17,0.0792722749894113,1,0.08810438527003563,1
NVDA,2022-02-16,2022-02-16,-0.07860076603777459,0,-0.1252510148459094,0
NVDA,2022-05-25,2022-05-25,0.050317755725953095,1,0.09528351100702173,1
NVDA,2022-08-24,2022-08-24,0.03933896175895002,1,-0.08611438897797209,0
NVDA,2022-11-16,2022-11-16,-0.0147533416984539,0,-0.037984620546290024,0
NVDA,2023-02-22,2023-02-22,0.13121575991408982,1,0.12430378494821612,1
NVDA,2023-05-24,2023-05-24,0.21808804822278305,1,0.2726789455584035,1
NVDA,2023-08-23,2023-08-23,0.000996893900881185,1,-0.005981839831834045,0
NVDA,2023-11-21,2023-11-21,-0.024894985887908026,0,-0.03467226665772851,0
NVDA,2024-02-21,2024-02-21,0.15186985858142857,1,0.15889909812919129,1
